from_id,user_name,message,posted_date,time,type,link,id,likes,comments,shares,language,observation,media,candidate
8.89E+14,Hillary Clinton,"""When Hillary was young, her mom taught her the Methodist Creed: Do all the good you can, for all the people you can, in all the ways you can, as long as you ever can. Thatâ€™s her North Star. Thatâ€™s what guides her. She believes in that. She believes we can summon whatâ€™s best in each of us and make this country better for all of us. 
 
 Thatâ€™s what America is about. We are a country like no other not because of the size of our skyscrapers or the power of our armies, but because we are a place founded for the sake of an idea. 'We hold these truths to be self-evident, that all men are created equal, endowed by our Creator with certain inalienable rights.' We donâ€™t have to be born into wealth or privilege in this country. We donâ€™t have to practice a certain faith. We donâ€™t have to have a certain last name. We just have to be willing to contribute. We just have to be willing to put our shoulder to the wheel of history, and we can be a part of this community that we call America. 
 
 Thatâ€™s what drove patriots to choose revolution over tyranny. Thatâ€™s what led GIs to liberate a continent. Thatâ€™s what gave women the courage to reach for the ballot. Thatâ€™s what gave marchers the courage to cross a bridge in Selma. Thatâ€™s what allowed workers to organize for collective bargaining and better wages. Thatâ€™s what made America exceptional. Thatâ€™s what makes America great. 
 
 In other words, America depends on youâ€”you, all of you. America has never been about what one person says heâ€™ll do for us. I didnâ€™t say 'Yes, I can.' I said, 'Yes, we can.' Itâ€™s about what can be achieved by us, each of us, together, through that hard, slow, and, yes, sometimes frustrating work of self-government. That means all of us."" â€”President Obama",2016-11-07,22:19:27+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1320209508035575/?type=3,889307941125736_1320209508035575,56790,4617,7109,,,,Clinton
8.89E+14,Hillary Clinton,"""Look how far we've come from having no voice to being on the brink of making history."" â€”BeyoncÃ© hillaryclinton.com/locate",2016-11-07,20:40:48+0000,video,https://www.facebook.com/hillaryclinton/videos/1320118481378011/,889307941125736_1320118481378011,45602,3939,7456,,,,Clinton
8.89E+14,Hillary Clinton,Share this if you know someone who needs to see it. hillaryclinton.com/locate,2016-11-07,18:30:58+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1319931024730090/?type=3,889307941125736_1319931024730090,139061,9422,36625,,,,Clinton
8.89E+14,Hillary Clinton,"""Today, I'm asking for your vote. Tomorrow, let's make history together."" â€”Hillary hillaryclinton.com/locate",2016-11-07,17:14:56+0000,video,https://www.facebook.com/hillaryclinton/videos/1319779711411888/,889307941125736_1319779711411888,256235,21011,115904,,,,Clinton
8.89E+14,Hillary Clinton,"""Women's rights are human rights""â€”and 133 more reasons Hillary should be our next president.",2016-11-07,16:06:27+0000,link,http://hrc.io/2f9SQs4,889307941125736_1319682154754977,60395,4855,7073,,,,Clinton
8.89E+14,Hillary Clinton,Our children and grandchildren will look back at the choice we make on Tuesday. Let's make them proud. hillaryclinton.com/locate,2016-11-07,15:03:01+0000,video,https://www.facebook.com/hillaryclinton/videos/1319511201438739/,889307941125736_1319511201438739,35909,4172,6289,,,,Clinton
8.89E+14,Hillary Clinton,"Tomorrow caps an amazing journey, but the work we have to do is just beginning. What Iâ€™ve seen these past 17 months makes it clear to me that weâ€™re up to the challenge, because we truly are stronger together.",2016-11-07,13:34:36+0000,link,http://hrc.io/2fTyTXP,889307941125736_1319379558118570,46633,4609,2945,,,,Clinton
8.89E+14,Hillary Clinton,A rally fit for a King. hillaryclinton.com/makeaplan,2016-11-07,05:20:00+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1318730191516840/?type=3,889307941125736_1318730191516840,56140,4344,2189,,,,Clinton
8.89E+14,Hillary Clinton,hillaryclinton.com/makeaplan,2016-11-07,04:59:53+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.891727570883773.1073741830.889307941125736/1318773001512559/?type=3,889307941125736_1318773001512559,146685,7808,6546,,,,Clinton
8.89E+14,Hillary Clinton,"Somos mejores que la intolerancia, el miedo y el odio.
 
 Comparte â€‹esto si estÃ¡s de acuerdo. hillaryclinton.com/planparavotar",2016-11-07,03:58:32+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1318726841517175/?type=3,889307941125736_1318726841517175,30174,3112,5097,,,,Clinton
8.89E+14,Hillary Clinton,"This one's for you, Hillary.",2016-11-07,02:30:08+0000,video,https://www.facebook.com/hillaryclinton/videos/1318546694868523/,889307941125736_1318546694868523,220442,27688,228349,,,,Clinton
8.89E+14,Hillary Clinton,"California, stay in line! It's the last day to early vote for Hillary. Have a question at the polls? Call 1-844-IM4-HILL.",2016-11-07,01:10:27+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1318432504879942/?type=3,889307941125736_1318432504879942,28262,3614,2194,,,,Clinton
8.89E+14,Hillary Clinton,Florida in the rain.,2016-11-07,00:39:33+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1318353298221196/?type=3,889307941125736_1318353298221196,184578,8120,8721,,,,Clinton
889307941125736,Hillary Clinton,"""My son was Captain Humayun Khan. He was 27 years old and he was a Muslim American. I want to ask Mr. Trump: Would my son have a place in your America?”",2016-11-06,23:33:00+0000,video,https://www.facebook.com/hillaryclinton/videos/1318207141569145/,889307941125736_1318207141569145,29770,3899,6361,en,,,Clinton
889307941125736,Hillary Clinton,Hillary and LeBron James are live in Cleveland with two days to go. Watch right here on Facebook:,2016-11-06,21:32:24+0000,video,https://www.facebook.com/hillaryclinton/videos/1318022998254226/,889307941125736_1318022998254226,120181,76135,21182,en,,,Clinton
889307941125736,Hillary Clinton,NA,2016-11-06,20:47:06+0000,video,https://www.facebook.com/wearemitu/videos/1671259306507838/,889307941125736_1317891004934092,13453,2672,0,fil,,,Clinton
889307941125736,Hillary Clinton,"""We know the progress we've made, despite the forces of opposition, despite the forces of discrimination ... and we intend to keep fighting against those forces."" —President Obama hillaryclinton.com/makeaplan",2016-11-06,20:00:00+0000,video,https://www.facebook.com/hillaryclinton/videos/1317728784950314/,889307941125736_1317728784950314,15667,3067,4710,en,,,Clinton
889307941125736,Hillary Clinton,The photos that tell the story of Hillary’s career and what she stands for.,2016-11-06,19:09:39+0000,link,http://hrc.io/2ftdPor,889307941125736_1317681408288385,27276,3790,3976,en,,,Clinton
889307941125736,Hillary Clinton,"We are better than bigotry, fear, and hate.

Share this if you agree. hillaryclinton.com/makeaplan",2016-11-06,17:25:00+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1317336704989522/?type=3,889307941125736_1317336704989522,108986,5465,18156,en,,,Clinton
889307941125736,Hillary Clinton,"10 minutes of Donald Trump demeaning, objectifying, and insulting women. 

If you're horrified too, confirm where you'll vote on Tuesday: hillaryclinton.com/makeaplan",2016-11-06,16:36:11+0000,video,https://www.facebook.com/hillaryclinton/videos/1317171705006022/,889307941125736_1317171705006022,13502,4776,5208,en,,,Clinton
889307941125736,Hillary Clinton,"""I’m closing this campaign the way that I started my career, fighting for kids and families, standing up for fairness and opportunity, for justice, equality, taking on all those kitchen table issues that keep people up at night."" —Hillary",2016-11-06,14:02:30+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1316994268357099/?type=3,889307941125736_1316994268357099,62778,5778,5860,en,,,Clinton
889307941125736,Hillary Clinton,"“Lo que estoy diciendo es que sacar a los inmigrantes indocumentados de las sombras y llevarlos a la economía formal sería bueno. Porque entonces los empleadores no pueden explotarlos ni rebajar los salarios de los estadounidenses. Y Donald sabe mucho de esto. Él usó a trabajadores indocumentados para construir la Trump Tower. Pagó menos a los trabajadores indocumentados. Y cuando se quejaron, él les dijo lo que dicen muchos empleadores, ‘si te quejas, serás deportado’. Yo quiero que todos salgan de las sombras, hacer que la economía funcione y evitar que empleadores como Donald Trump exploten a los trabajadores indocumentados, lastimándolos y a todos los trabajadores estadounidenses”.",2016-11-06,13:00:01+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1316222755100917/?type=3,889307941125736_1316222755100917,32735,3956,3385,es,,,Clinton
889307941125736,Hillary Clinton,hillaryclinton.com/makeaplan,2016-11-06,06:04:20+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.891727570883773.1073741830.889307941125736/1316583371731522/?type=3,889307941125736_1316583371731522,120203,6915,7285,und,,,Clinton
889307941125736,Hillary Clinton,"We face a serious choice on Tuesday: Will we act to protect the planet for our kids and grandkids, or do nothing? hillaryclinton.com/makeaplan",2016-11-06,05:00:00+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1316220601767799/?type=3,889307941125736_1316220601767799,22453,3479,1445,en,,,Clinton
889307941125736,Hillary Clinton,"On this day in 1872, Susan B. Anthony voted in a presidential election—and was then arrested. Almost 50 years later, the Nineteenth Amendment was ratified, prohibiting states from denying women the right to vote. hillaryclinton.com/makeaplan",2016-11-06,02:15:17+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1316184778438048/?type=3,889307941125736_1316184778438048,47826,3830,10762,en,,,Clinton
889307941125736,Hillary Clinton,Five women older than their right to vote share why they're with Hillary: hrc.io/2frj6gj,2016-11-06,01:00:00+0000,link,http://hrc.io/2frj6gj,889307941125736_1316096001780259,55687,3224,4725,en,,,Clinton
889307941125736,Hillary Clinton,"For respect.
For the future.
For our planet.

On Tuesday, they're gonna hear us roar: hillaryclinton.com/makeaplan",2016-11-05,23:44:41+0000,video,https://www.facebook.com/hillaryclinton/videos/1316016751788184/,889307941125736_1316016751788184,30266,3348,8256,en,,,Clinton
889307941125736,Hillary Clinton,When they go low...we vote: hillaryclinton.com/makeaplan,2016-11-05,22:13:54+0000,video,https://www.facebook.com/hillaryclinton/videos/1315880805135112/,889307941125736_1315880805135112,36292,3964,4898,en,,,Clinton
889307941125736,Hillary Clinton,Your vote could make all the difference. Confirm where you'll cast your vote for Hillary: hillaryclinton.com/makeaplan,2016-11-05,21:39:55+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1315835788472947/?type=3,889307941125736_1315835788472947,31368,4410,1502,en,,,Clinton
889307941125736,Hillary Clinton,The story of this campaign.,2016-11-05,20:45:26+0000,video,https://www.facebook.com/hillaryclinton/videos/1315734051816454/,889307941125736_1315734051816454,107882,21478,122208,en,,,Clinton
889307941125736,Hillary Clinton,"If you believe in a better, stronger, fairer America: vote. hillaryclinton.com/makeaplan",2016-11-05,18:37:01+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1315608691828990/?type=3,889307941125736_1315608691828990,41166,5325,2498,en,,,Clinton
889307941125736,Hillary Clinton,"Trump basó su campaña en atacar a latinos e inmigrantes.

Ahora, ellos tienen el poder de frenarlo, votando: hillaryclinton.com/planparavotar",2016-11-05,17:48:38+0000,video,https://www.facebook.com/hillaryclinton/videos/1315541978502328/,889307941125736_1315541978502328,15984,4339,4715,es,,,Clinton
889307941125736,Hillary Clinton,NA,2016-11-05,17:19:24+0000,video,https://www.facebook.com/MileyCyrus/videos/10154793841072147/,889307941125736_1315507148505811,14493,3462,0,fil,,,Clinton
889307941125736,Hillary Clinton,"Share this if you agree we need to keep moving forward, not back. hillaryclinton.com/makeaplan",2016-11-05,15:55:04+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1315266255196567/?type=3,889307941125736_1315266255196567,113841,6274,18057,en,,,Clinton
889307941125736,Hillary Clinton,Ask yourself: Is this man fit to be the next president of the United States?,2016-11-05,14:54:27+0000,link,http://hrc.io/2fOcYRU,889307941125736_1315199105203282,3625,3883,659,en,,,Clinton
889307941125736,Hillary Clinton,"""That reporter and I have the same condition. When Mr. Trump made fun of him, that hurt my feelings.""",2016-11-05,13:35:00+0000,video,https://www.facebook.com/hillaryclinton/videos/1315070801882779/,889307941125736_1315070801882779,33320,5148,17531,en,,,Clinton
889307941125736,Hillary Clinton,hillaryclinton.com/makeaplan,2016-11-05,13:13:36+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.891727570883773.1073741830.889307941125736/1315064858550040/?type=3,889307941125736_1315064858550040,97838,6607,4868,und,,,Clinton
889307941125736,Hillary Clinton,Más de 200 milllones de personas ya se han registrado y el número continúa aumentando. Haz tu plan para votar aquí: hillaryclinton.com/planparavotar,2016-11-05,11:00:01+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1314526718603854/?type=3,889307941125736_1314526718603854,25158,3904,1634,es,,,Clinton
889307941125736,Hillary Clinton,"La decisión que tomemos en cuatro días tendrá un efecto en nuestro país
por décadas. hillaryclinton.com/planparavotar

Comparte esto si estás de acuerdo:",2016-11-05,03:59:00+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1314436675279525/?type=3,889307941125736_1314436675279525,15927,4280,1664,es,,,Clinton
889307941125736,Hillary Clinton,"""I'm with her!"" —Beyoncé",2016-11-05,03:15:38+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1314459268610599/?type=3,889307941125736_1314459268610599,207425,9052,14512,en,,,Clinton
889307941125736,Hillary Clinton,More people are voting in this election than ever before. Make a plan to vote today: hillaryclinton.com/makeaplan,2016-11-05,03:15:06+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1314433285279864/?type=3,889307941125736_1314433285279864,49125,3787,2259,en,,,Clinton
889307941125736,Hillary Clinton,"Beyoncé&
JAY Z&
Hillary&
You?
hillaryclinton.com/makeaplan",2016-11-05,01:49:13+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1314361888620337/?type=3,889307941125736_1314361888620337,163800,7748,12570,en,,,Clinton
889307941125736,Hillary Clinton,"Donald Trump is running the most divisive, hateful, and dangerous campaign in history. Make a plan to vote, and share this with a friend to keep him out of the White House: hillaryclinton.com/makeaplan",2016-11-05,00:24:44+0000,link,http://hrc.io/2fl2eaF,889307941125736_1314239878632538,16658,4704,3607,en,,,Clinton
889307941125736,Hillary Clinton,"The energy we're seeing on this campaign isn't about what we're against; it's about what we're for—a hopeful, inclusive America where everyone counts and everyone has a place. hillaryclinton.com/makeaplan",2016-11-04,22:48:08+0000,photo,https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1314028881986971/?type=3,889307941125736_1314028881986971,32387,4241,2280,en,,,Clinton
889307941125736,Hillary Clinton,"""I sorta get away with things like that."" —Donald Trump, on bursting into Miss Universe pageant dressing rooms",2016-11-04,20:22:45+0000,video,https://www.facebook.com/hillaryclinton/videos/1313815992008260/,889307941125736_1313815992008260,11140,5065,5764,en,,,Clinton
889307941125736,Hillary Clinton,"""You are the change makers, the path breakers, and the ground shakers. You are proof that Black Girl Magic is real."" —Hillary hrc.io/2f2kFTr",2016-11-04,18:57:58+0000,video,https://www.facebook.com/hillaryclinton/videos/1313694662020393/,889307941125736_1313694662020393,22082,4726,5223,en,,,Clinton
